Name,SMILES
ab_enamine206,Cl.NC1(CNS(=O)(=O)C2CCS(=O)(=O)CC2)CCCCCC1
ab_enamine207,CCc1onc(C)c1NS(=O)(=O)c1ccc(OCC(=O)O)c(Cl)c1
ab_enamine208,CCOC(=O)N1CCC(CC1)N1CCC(CC1)OCCN1CCCC1
ab_enamine209,COc1cncc(c1)S(=O)(=O)NC[C@H]1CC[C@@H](CC1)C(=O)O
ab_enamine210,OC(=O)[C@@H]1CCCCC[C@@H]1NS(=O)(=O)c1cnn(c1)C1CCOC1
ab_enamine211,OC(=O)C1Nc2cc(ccc2S(=O)(=O)N1)C(F)(F)F
ab_enamine212,CC(C)n1cc(cn1)S(=O)(=O)NC1(CN)CCOCC1
ab_enamine213,Cc1ccc(cc1)C(CC(=O)O)NS(=O)(=O)N1CCOCC1
ab_enamine214,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(=O)O
ab_enamine215,Cc1ncc(CNS(=O)(=O)c2ccc(C)c(OCC(=O)O)c2C)o1
ab_enamine216,CC(C)[C@@H](NS(=O)(=O)c1c(Cl)cnn1C)C(=O)O
ab_enamine217,OC1(CNS(=O)(=O)c2ccccc2[N+](=O)[O-])CCNC1
ab_enamine218,CCC(NS(=O)(=O)c1ccc(cc1C)C(=O)O)C(=O)N
ab_enamine219,Fc1cc(ccc1n1cccn1)S(=O)(=O)N[C@H]1[C@@H]2CNC[C@H]12
ab_enamine220,CN(C)C(=O)OC1CCN(CC1)C(=O)C(CO)NC(=O)N
ab_enamine221,CS(=O)(=O)NCc1ccc(NC(=O)c2cccc(n2)C(=O)O)cc1
ab_enamine222,Cc1nc(cn1C)S(=O)(=O)Nc1cccc(C(=O)O)c1C
ab_enamine223,OC(=O)c1csc(c1)S(=O)(=O)Nc1cccc(c1)S(=O)(=O)N1CCCC1
ab_enamine224,CC(C)(CC(=O)O)NC(=O)c1ccc(cc1)S(=O)(=O)NC1CC1
ab_enamine225,OC(=O)C(CC(F)(F)F)NS(=O)(=O)c1c[nH]c2ncccc12
ab_enamine226,CCc1noc(C)c1NS(=O)(=O)c1ccc(C(=O)O)c(F)c1
ab_enamine227,CCS(=O)(=O)N1CCCC(C1)C(=O)NS(=O)(=O)C
